University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Newcastle,NU,Natural and Environmental Sciences,Research Literature Project (Inactive),30,Dr Simon Doherty,"In this module, students will develop their skills to review and critique source material. It is increasingly important for current graduates to evaluate data and information with respect to accuracy and relevance. Within this module, different areas of specialisation within Chemistry will be explored that will highlight current research in fundamental and applied chemistry. Learning to communicate scientific information in a variety of formats (executive summary, presentation, review article) is key to bridging the gap between the scientific experiment and the contextualisation of findings within the wider community.

Students will develop competency in literature searching, learn to read, reproduce and evaluate the content of research papers, and practice oral presentations on a research topic. The production of a review article in a standard format aims at training scientific writing skills, as well as critical evaluation of source material.",,,,,,A series of workshops will develop subject specific and key skills. Feedback sessions will be used following the return of marked set exercises. Students will be assigned a supervisor and meetings scheduled throughout the project.,"The Chemical Communications exercise will probe understanding of a recent paper and related chemistry. 

The presentation will develop scientific communication skills. The target audience will be semi-informed scientists and the scientific content will need to be adapted to a less specialised audience.

The project plan will test the ability to plan and structure a review. 

The final review report will assess understanding of the subject area and the ability to present this in a coherent, structured way following a given format (the RSC Chem.Soc Tutorial Review format).

Students registered on the BSc/MChem Chemistry with Medicinal Chemistry programmes will be allocated a project in the Medicinal Chemistry area.

An alternative assessment will be set for any Semester 1 Study Abroad student taking this module, who will not be in Newcastle during the January assessment period.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Professional Development and Employability Skills for Chemists,10,Dr Lee Higham,"The aim of the module is to provide a substantial networking opportunity between students, alumni and industry of relevance to the chemical sciences.

Students will develop team-working skills using challenges posed by companies. Following collaborative working the students will learn how to pitch a solution for those challenges to the companies, thereby increasing their awareness of how to apply chemical knowledge gained in modules to real world applications. Students will also be challenged to come up with solutions to problems outside of their immediate subject area in order to develop attributes which map on to the university's Graduate Framework.

To raise the level of digital and information literacy to that expected of a chemistry graduate.",,,,,,"This module will use a variety of teaching methods.  Workshops based within the Robinson Library developing digital and literacy skills.

Lectures and workshops introducing the module and the relevant companies who will be taking part in the Case Study section of the module, engaging students in communication, networking and team working.

Lecture showcasing the platform which is primarily used for professional networking and career development.

An afternoon professional awareness event for networking with Alumni from relevant companies, giving students the opportunity to gain experience in communication and engagement.

The team presentation will develop skills such as resilience, using your initiative, confidence building; all which are key skills to highlight to an employer.","Oral Presentation - Each student will be present a slide as part of a team who will deliver a 10 min oral team presentation on a company challenge.  In addition, each student will be asked to prepare an individual poster based on the company and its challenge.

Attendance and participation in the in-person Professional Awareness Event.

Careers workshops record of attendance form - students are required to attend three 'Careers Service' workshops of their choice and submit the form confirming their attendance at these workshops.

Library workshops - students are required to attend the dedicated library workshops on digital and information literacy.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Organic Chemistry (Inactive),30,Dr Michael Hall,"To equip students with the necessary knowledge and understanding for them to study organic chemistry at Stage 4; to further enhance the students’ knowledge of the chemistry of aldehydes, ketones, esters, amides and related species; to allow students to design syntheses of compounds containing carbonyl groups; to illustrate the rich and diverse chemistry of the carbonyl group and to show how this can be logically predicted; to introduce the concept of retrosynthetic analysis; to show how the chemistry of the carbonyl unit can be used in total syntheses. To show the importance of carbonyl reactions in enzyme chemistry. To highlight the use of organo-element compounds in the synthesis and reactions of carbonyl compounds.",,,,,,"Lecture materials give students the opportunity to learn advanced concepts in organic chemistry, encompassing synthetic and mechanistic principles.  The small group teaching sessions look over these techniques.

In practical classes competencies in practical procedures, observation, record-keeping and report writing, will be taught and learnt.","The exam will test the students’ knowledge and understanding of the content of this module in the context of both synthetic and mechanistic chemistry.  Formative assessment in the form of coursework will be set in Semester 1.

The laboratory component practical involves the assessment of a complex selection of skills learnt in about 4 experiments per student, spread over the major areas of organic chemistry.

Students are required to obtain at least 35% in the laboratory component in order for the examination mark to be included in the final module mark. Students who score <35% in the laboratory will obtain a module mark based solely on the laboratory practical.

An alternative assessment will be set for any Semester 1 Study Abroad students taking this module, who will not be in Newcastle during the January assessment period",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Medicinal Chemistry (Inactive),30,Dr Celine Cano,"To introduce the principles of toxicology and drug and toxin metabolism; to equip students with a knowledge and understanding of the mechanism of toxicity of a range of chemicals encountered in the environment and workplace.

To introduce the basic concepts of the aetiology of cancer and pathogenic disease; to impart an understanding of the host-pathogen relationship, and the concepts of selective toxicity and resistance; to equip students with an understanding of the basic principles of chemotherapy of cancer and infectious disease; to provide an understanding of the molecular mechanisms underpinning the action of anticancer and anti-infective drugs.",,,,,,"Students acquire an understanding of the subject through attendance and participation in online lectures. An understanding of the topics is reinforced by problem solving, and critical background reading of the scientific literature.

In practical classes competencies in practical procedures, observation, record-keeping and report writing, will be taught and learnt.","The alternate online assessment will assess the student's knowledge and understanding of the basic principles of the subject as well as the information literacy in the context of chemical toxicology and written presentation skills.

The laboratory component practical involves the assessment of a diverse selection of skills learnt in about 4 experiments per student, spread over the major areas of medicinal chemistry.

Students are required to obtain at least 35% in the laboratory component in order for the examination mark to be included in the final module mark. Students who score <35% in the laboratory will obtain a module mark based solely on the laboratory practical.

Study Abroad students may request to take their assessment before the semester 1 exam period, in which case the format of the paper may differ from that shown in the MOF. Study Abroad students should contact the school to discuss this.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Medicinal Chemistry (Inactive),20,Dr Celine Cano,"To introduce the principles of pharmacokinetics, drug metabolism and toxicology To equip students with a knowledge and understanding how xenobiotics such as drugs and toxins are metabolized by the body and why.  To provide an understanding of the way in which chemical compounds have toxicological effects.  To provide an understanding of the link between metabolism and toxicology and principles of organic chemistry, structure and reactivity.

To introduce the basic concepts of the aetiology of cancer and pathogenic disease; to impart an understanding of the host-pathogen relationship, and the concepts of selective toxicity and resistance; to equip students with an understanding of the basic principles of chemotherapy of cancer and infectious disease; to provide an understanding of the molecular mechanisms underpinning the action of anticancer and anti-infective drugs.",,,,,,"Students acquire an understanding of the subject through attendance and participation in online module talks and materials. An understanding of the topics is reinforced by problem solving, and critical background reading of the scientific literature.","The alternate assessments will assess the student's knowledge and understanding of the basic principles of the subject.

Study Abroad students may request to take their exam before the semester 1 exam period, in which case the format of the paper may differ from that shown in the MOF. Study Abroad students should contact the school to discuss this.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Organic Chemistry,20,Dr Michael Hall,"Organic compounds are central to a wide range of industries (pharmaceuticals, polymers, dyes, coatings and more) and of fundamental importance for biochemistry, biotechnology and life sciences. This module equips students with the necessary knowledge and understanding for them to study organic chemistry at Stage 4 and/or in the chemical industries; to further enhance the students’ knowledge of synthetic organic chemistry; to introduce modern synthetic chemistry functional group transformations; to highlight the use of organo-element compounds in synthesis; to further develop knowledge of aromatic chemistry to more complex heteroaromatic systems; to introduce transition metal catalysed C-C bond forming reactions; to further develop the concept of retrosynthetic analysis; to equip students with the tools to design and synthesize complex molecules.",,,,,,A variety of methods will be used for delivery of the material and to ensure that students actively engage with the subject matter. Lectures will provide the basis for enhancing the subject and allow students to take the learning element into future practical sessions.,The summative written examination will assess the level of knowledge and understanding of all aspects of the module. The examination will present students with questions from a selection of topics learnt throughout semester 1 and 2 module content.,https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Physical Chemistry (Inactive),20,Dr Ben Horrocks,"To explain the energetics and dynamics of chemical reactions in terms of detailed molecular behaviour; to provide an understanding of chemical nanoscience, and to review selected advanced experimental techniques.  To practise and develop skills in molecular modelling.",,,,,,"Students acquire knowledge and understanding through online lectures, drylabs and seminars. They learn to plan and organise their work by way of seminars while the online lectures provide the necessary opportunity to practice note-taking.","The online alternate assessment will test the student's knowledge and understanding of the principles of physical chemistry.

The modelling component is examined by practical write-ups and the knowledge outcomes by online test (45 min).

Study Abroad students may request to take their exam before the semester 1 exam period, in which case the format of the paper may differ from that shown in the MOF. Study Abroad students should contact the school to discuss this.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Physical Chemistry (Inactive),30,Dr Ben Horrocks,"To explain the energetic and dynamics of chemical reactions in terms of detailed molecular behaviour; to provide an understanding of chemical nanoscience, and to review selected advanced experimental techniques.  To practise and develop skills in molecular modelling.
To practise and develop skills in practical physical chemistry.",,,,,,"Students acquire knowledge and understanding through online lecture materials and drylabs. They learn to plan and organise their work by way of lecture materials which is also provide the necessary opportunity to practice note-taking.  In practical classes competencies in practical procedures, observation, record-keeping, data handling, analysis and report writing, will be taught and learnt.","The online alternate assessment will test the student's knowledge and understanding of the principles of physical chemistry.

The modelling component and knowledge outcomes are examined by an online test via Canvas.

The laboratory component practical involves the assessment of a complex selection of skills learnt in about 4 experiments per student, spread over the major areas of physical chemistry.

Students are required to obtain at least 35% in the laboratory component in order for the examination mark to be included in the final module mark. Students who score <35% in the laboratory will obtain a module mark based solely on the laboratory practical.

Study Abroad students may request to take their exam before the semester 1 exam period, in which case the format of the paper may differ from that shown in the MOF. Study Abroad students should contact the school to discuss this.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Physical and Computational Chemistry,20,Dr Ben Horrocks,"To explain the energetics and dynamics of chemical reactions in terms of detailed molecular behaviour; to provide an understanding of chemical nanoscience, and to review selected advanced experimental techniques. To develop and apply skills in molecular modelling.

Examples of modern applications of these principles to energy conversion and storage, chemical sensing and electronics will be discussed.",,,,,,"Students acquire knowledge and understanding through lectures, drylabs and seminars (timetabled in lecture slots). They learn to plan and organise their work by way of seminars while the lectures provide the necessary opportunity to practice note-taking.",The summative written examination will assess the level of knowledge and understanding of all aspects of the module. The examination will present students with questions from a selection of topics learnt throughout semester 1 and 2 module content.,https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Inorganic Chemistry (Distance Learning),20,Professor Andrew Houlton,To introduce the fundamental principles and reactions of organometallic chemistry; to introduce concepts of homogeneous catalysis; to demonstrate the diverse chemistry of the s- and p-elements; to introduce inorganic aspects of biological systems and metals in biomedicine; to introduce aspects of energy material chemistry from fundamental to device applications,,,,,,Lecture materials are delivered electronically and are used to impart knowledge/understanding.  Student learning is supported by the provision of worksheets.,Students sit the examination on their return to Newcastle for one week during the Semester 2 examination period.,https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Inorganic Chemistry (Inactive),30,Professor Andrew Houlton,To introduce the fundamental principles and reactions of organometallic chemistry; to introduce concepts of homogeneous catalysis; to demonstrate the diverse chemistry of the s- and p-elements; to introduce inorganic aspects of biological systems and metals in biomedicine.  To practise and develop skills in practical inorganic chemistry and in writing reports.,,,,,,"The online lectures will provide students with the material required for an understanding of advanced inorganic chemistry. The revision sessions will be used to assist the students with parts of the course that they find more demanding and for providing problems associated with the module.

In the practical classes competencies in practical procedures, observation, record-keeping and report writing, will be taught and learnt.","The written examination will test the student's knowledge and understanding of the content of the module.
The laboratory component practical involves the assessment of a complex selection of skills learnt in about 4 experiments per student, spread over the major areas of inorganic chemistry.

Students are required to obtain at least 35% in the laboratory component in order for the examination mark to be included in the final module mark. Students who score <35% in the laboratory will obtain a module mark based solely on the laboratory practical.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Inorganic Chemistry,20,Professor Andrew Houlton,To introduce the fundamental principles and reactions of organometallic chemistry; to introduce concepts of homogeneous catalysis; to demonstrate the diverse chemistry of the s- and p-elements; to introduce inorganic aspects of biological systems and metals in biomedicine; to introduce aspects of energy material chemistry from fundamental to device applications.,,,,,,Lecture materials and revision sessions are delivered electronically and are used to impart knowledge/understanding.,"The formative exam will assess the level of knowledge and understanding from topics studied in semester 1.  This will allow the module team to review and feedback on any topic which may have been problematic.

The summative written examination will assess the level of knowledge and understanding of the content of the module. The examination will present students with questions from a selection of topics learnt throughout semester 1 and 2 module content.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Advanced Medicinal Chemistry,20,Dr Celine Cano,"To introduce the principles of toxicology and drug metabolism; to understand the chemical basis of drug metabolism and its importance in drug discovery; to equip students with a knowledge and understanding of the mechanism of toxicity of drug molecules and other environmental toxins.

To introduce the basic concepts of the aetiology of cancer and pathogenic disease; to develop the concepts of selective toxicity and resistance; to equip students with an understanding of the principles of chemotherapy of cancer and infectious disease; to provide an understanding of the molecular mechanisms underpinning the action of common anticancer and anti-infective drugs.",,,,,,"Lectures will present relevant, research-focused course material, allowing students to gain a greater appreciation of the research activities undertaken by academic staff. Students will be further encouraged to develop their critical thinking skills to participate in advanced discussions of the primary literature relevant to the topics covered.","The written examinations will assess the level of knowledge and understanding of all aspects of the module, including student reading.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Chemical Laboratory Skills 3P,20,Dr Zuleykha McMillan,"The aim of this module is to:

• train students to apply the scientific method to investigate hypotheses. Activities are investigative such that students structure their experiments with minimal formalised instructions but while under supervision.   
• train students in more advanced techniques of chemical synthesis used in research laboratories, for example, using vacuum and performing reactions in anhydrous conditions.   
• train students in more advanced techniques of chemical analysis used in research laboratories, for example, NMR spectroscopy and mass spectrometry.   
• train students in the formal process of risk assessment and recording of hazard mitigation actions.   
• teach strategic aspects of experimental investigations, for example, where multiple steps of chemical synthesis are required which may require detailed planning.  
• Provide a “hands-on”, contextualised, tangible perspective on advanced chemical concepts taught elsewhere in the curriculum.",,,,,,"Competencies in practical classes, procedures, observation, record-keeping and report writing, will be taught, learnt and expected within these modules.  Practicals will reinforce elements of the lectures and extend the practical techniques and experience that the students gained in Stage 2.","Assessment of laboratory practicals will be summatively assessed through the completion of practical reports. These are designed to examine the student’s ability to present scientific information and data in a concise way while following a specific presentation format.

Students will be expected to present notes of their practical work in their laboratory notebooks and use these notes to complete the summative and formative exercises.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Analytical Chemistry in Practice,20,Dr David Fulton,"This module aims to provide students with experience in modern analytical chemistry of relevance to applications across chemistry and medicinal chemistry. The module also trains students to develop analytical protocols in a project - format. The focus will be on chromatography, nuclear magnetic resonance and mass spectrometry, techniques which are of direct relevance to the pharmaceutical, fine chemicals and all industries that relay on chemical analysis. 

Students will learn about analytical techniques and then through a combination of simulation and use of actual instrumentation, design analytical methods to solve problems in separations or elucidate structures of unknown substances.  Ultimately, students will gain the skills and experiences required to operate in modern industrial/academic analytical laboratories and also improve their problem solving skills.",,,,,,N/A,N/A,https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Chemical Laboratory Skills 3M,20,Dr Zuleykha McMillan,"The aim of this module is to:

 • train students to apply the scientific method to investigate hypotheses. Activities are investigative such that students structure their experiments with minimal formalised instructions but while under supervision.   
• train students in more advanced techniques of chemical synthesis used in research laboratories, for example, using vacuum and performing reactions in anhydrous conditions.   
 • train students in more advanced techniques of chemical analysis used in research laboratories, for example, NMR spectroscopy and mass spectrometry.   
 • train students in the formal process of risk assessment and recording of hazard mitigation actions.   
 • teach strategic aspects of experimental investigations, for example, where multiple steps of chemical synthesis are required which may require detailed planning.  
 • Provide a “hands-on”, contextualised, tangible perspective on advanced chemical concepts taught elsewhere in the curriculum.",,,,,,"Competencies in practical classes, procedures, observation, record-keeping and report writing, will be taught, learnt and expected within these modules.  Practicals will reinforce elements of the lectures and extend the practical techniques and experience that the students gained in Stage 2.","Assessment of laboratory practicals will be summatively assessed through the completion of practical reports. These are designed to examine the student’s ability to present scientific information and data in a concise way while following a specific presentation format.

Students will be expected to present notes of their practical work in their laboratory notebooks and use these notes to complete the summative and formative exercises.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Marine Biology,20,Dr Heather Sugden,"To enable students to gain knowledge of the fundamental processes and functions of key marine ecosystems. To provide an understanding of the importance of marine ecosystems in relation to their distribution and productivity, and introduce students to different organismal processes such as feeding strategies, reproductive strategies and adaptations to biotic and abiotic factors. To relate knowledge of organisms in different ecosystems to each other and compare organisms in different environments. To appreciate the specific uniqueness of the plankton to marine systems and their role in life-history processes, marine food-webs and their responses to environmental change.",,,,,,"Lectures are designed to give students a broad factual knowledge of the diversity of marine habitats and the patterns of distribution of marine organisms. The lectures will focus on the controls of distribution including environmental and biological interactions. They will also cover the importance of both phyto- and zooplankton in marine systems and the conservation and management of the marine environment.  

Directed research, through the use of supplementary online material and activities, and wider reading of the scientific literature will support the information received through lectures. Independent study will be guided through the use of these materials and online access to key texts/eBooks. Students will be encouraged to become more independent in their learning at this stage in their programmes to develop key skills such as Active Learning, Goal Setting and Action Planning, Decision Making, and Initiative, which they will require at Levels 5 and 6.  

Assessment preparation and completion will allow students to fully prepare for both their formative and summative coursework assessments. They will have the opportunity to consolidate and build upon knowledge gained in the lecture sessions.

Alternatives will be offered to students unable to be present-in-person due to the prevailing C-19 circumstances.

Students should consult their individual timetable for up-to-date delivery information.","The two 1000-word (or equivalent) pieces of formative and summative coursework will assess student’s knowledge of the diversity of marine habitats, the patterns of distribution of marine organisms within these habitats and environmental and biological controls on distribution. In addition, student’s use of the relevant literature to support their ideas and their ability to present information in an appropriate scientific format will be examined. 

The online exam and essay will assess the level of breadth and depth of knowledge and understanding of all aspects of the module, including incorporation of additional online resources and student wider reading.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Diversity of Marine Animals,20,Dr Benjamin Wigham,"To provide an introduction to the conventions of taxonomic nomenclature and systematics. To enable students to gain knowledge of the functional diversity of the both the larval and adult stages of major invertebrate and vertebrate taxonomic groupings in the marine environment. To relate knowledge of organismal characteristics to the internal anatomy of key marine organisms. To provide an understanding of the adaptation of marine fish, birds and reptiles in the marine environment and their special importance in relation to human activities. To provide an appreciation and understanding of the key physiological processes that influence the distribution and success of different marine phyla.",,,,,,"Lectures are designed to give students a broad factual knowledge of key marine invertebrate phyla and vertebrate groups. The lectures will focus on the classification, key characteristics, anatomy, biology and ecology and how organisms are adapted to surviving in a particular habitat. They will also cover the evolution of development of different physiological processes in response to genetic and environmental influences and how marine animals adapt their physiology to maximise their survival in marine environments.  

Directed research, through the use of supplementary online material and activities, and wider reading of the scientific literature will support the information received through lectures. Independent study will be guided through the use of these materials and online access to key texts/eBooks. Students will be encouraged to become more independent in their learning at this stage in their programmes to develop key skills such as Active Learning, Goal Setting and Action Planning, Decision Making, and Initiative, which they will require at Levels 5 and 6.  

Assessment preparation and completion will allow students to fully prepare for both their formative and summative coursework assessments. They will have the opportunity to consolidate and build upon knowledge gained in the lecture sessions.

Students should consult their individual timetable for up-to-date delivery information.","The two 1000-word (or equivalent) pieces of formative and summative coursework will assess student’s knowledge of the diversity of form and function in specific taxa and how marine organisms utilise may different behaviours and physiological adaptations to maximise survival in the marine environment. In addition, student’s use of the relevant literature to support their ideas and their ability to present information in an appropriate scientific format will be examined. 

The Inspera exam will assess the level of breadth and depth of knowledge and understanding of all aspects of the module, including incorporation of additional online resources and student wider reading.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,The Marine Environment,20,Dr Guenther Uher,"To provide a multidisciplinary introduction to oceanography. To introduce students to the fundamental features of ocean geology, seawater properties, and circulation, and the fundamental interactions between environmental factors and marine life, which determine the distribution of primary production on global scales. To appreciate the role of the oceans in the Earth system and the possible impacts of global change on marine ecosystems.",,,,,,"Lecture materials are designed to give students a broad factual knowledge of key oceanographic processes, including properties of the seafloor and seawater. The interaction between marine organisms and seawater will be covered to show students how the chemical and physical properties are important in controlling the biological populations. The use of new technologies in ocean exploration will be covered, along with how they can be used to generate renewable energy from the oceans. 

End-of-theme formative study exercises will allow students to deepen their understanding of key concepts introduced in the lectures by applying those key concepts to study problems.

Directed research, through the use of supplementary online material and activities, and wider reading of the scientific literature will support the information received through lectures. Independent study will be guided through the use of these materials and online access to key texts, eBooks and online materials. Students will be encouraged to become more independent in their learning at this stage in their programmes to develop key skills such as Active Learning, Goal Setting and Action Planning, Decision Making, and Initiative, which they will require at Levels 5 and 6. 

Assessment preparation and completion will allow students to fully prepare for both their formative and summative coursework assessments. They will have the opportunity to consolidate and build upon knowledge gained in taught sessions.","The two 1000-word (or equivalent) formative and summative coursework  submissions will assess the students’ knowledge of fundamental physical and chemical properties and processes in the marine environment, and their importance for controlling the distribution of marine plankton. In addition, the students use of the relevant resources to support their ideas and their ability to present information in an appropriate scientific format will be examined.

The digital exam and essay will assess the level of breadth and depth of knowledge and understanding of all aspects of the module, including incorporation of additional online resources and student wider reading.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Academic and Professional Skills for the Biosciences,20,Dr Sara Marsham,"To enable students to develop the literature searching, writing, numeracy, research, presentation, IT and software skills they require to operate within the Higher Education environment. This includes finding information, reading critically, analysing and interpreting data logically, and making spoken and written presentations on technical information. The opportunity for students to acquire skills in collecting and presenting scientific information will be developed via lectures, workshops, independent study and tutorials. The module will introduce students to their personal tutors through tutorials. The skills gained will be necessary for other modules and useful in careers beyond university.",,,,,,"Lectures and module talks will introduce the students to the format of the module and outline expectations, including assessment requirements.  

Academic skills activities and workshops are designed to introduce students to key concepts and allow them the opportunity to develop expertise in a range of fundamental scientific skills, including using scientific literature, collecting, interpreting and presenting scientific information, and using specific software.  

Small group tutorial sessions will allow students to meet with their Tutor and other academic staff in small groups to further enhance key skills and concepts developed in taught workshop sessions and during independent study. 

Students will undertake skills practice and directed research and reading to consolidate their learning by guided independent study. Students will be encouraged to prepare prior to sessions to become more independent in their learning at this stage in their programmes, developing key skills such as Active Learning, Goal Setting and Action Planning, Decision Making, and Initiative, which they will require at Levels 5 and 6.  

Student-led group activity, and assessment preparation and completion will allow students to fully prepare for their formative and summative coursework, and their PC test. They will have the opportunity to consolidate and build upon knowledge gained in the taught sessions.

Alternatives will be offered to students unable to be present-in-person due to the prevailing C-19 circumstances.

Students should consult their individual timetable for up-to-date delivery information.","The formative written and problem solving exercises are designed to test the breadth of knowledge of important concepts related to collecting and presenting scientific information using appropriate styles. Each workshop session will have an accompanying tutorial to allow students to discuss their ideas within small groups. The formative exercises are designed to develop: 
1. Abilities to search and utilise appropriate scientific literature 
2. Expertise in scientific writing, including planning and structuring 
3. Observation skills specific to scientific data in an appropriate format 
4. Abilities to interpret, describe and present scientific data in an appropriate format  

The formative poster will give students an opportunity to present scientific information in an accessible manner. The group poster will give students the opportunity to work as a team to produce a coherent final product.  

The formative coursework elements provide students with the opportunity to gain feedback on a draft version of their individual report and the group poster prior to final submission. The formative tutorial exercises are designed to supplement student learning from workshops. 

The 1,500 word summative report will assess a student’s ability to demonstrate their expertise in scientific writing that has been developed through the tutorial system. In addition it will examine their use of the relevant literature to support their ideas and their ability to present information in an appropriate scientific format. In producing the report, students will need to use literature searching, note-taking, decision-making and academic writing skills. 

The 15 minute professional skills assessment will be an oral group presentation to assess a student’s ability to concisely present the key points from their report, using appropriate presentation techniques, at a level suitable to their audience. Their use of visual aids, the structure of the presentation, the level of scientific information, and their presentation style will be assessed. 

The PC data test will assess the students’ ability to manipulate, present, analyse and interpret data and use statistics.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
University of Newcastle,NU,Natural and Environmental Sciences,Marine Practical Skills 1,20,Dr Guenther Uher,"To introduce students to fundamental principles of field sampling methods, field observations and recording, whilst using shore-based exercises and research vessel work to measure environmental and biological characteristics of estuarine and coastal environments. 

To introduce standard laboratory procedures applicable to a wide range of biological and environmental analyses

To acquire the practical skills underpinning these laboratory procedures, and develop awareness of good laboratory practice regarding health and safety 

To give a first introduction to experimental design via field and laboratory sessions

To provide opportunities to apply numeracy & data analysis skills from NES1204 Study Skills to solve a diverse range of problems from contrasting field and laboratory settings 

To acquire skills in recording and presenting scientific information",,,,,,"Lectures and module talks will introduce the students to the format of the module and outline expectations, including assessment requirements.  

Lectures, practicals, fieldwork and workshop sessions are designed to introduce students to key concepts and allow them the opportunity to develop expertise in a range of fundamental scientific skills, including using scientific equipment, and collecting, interpreting and presenting scientific information. 

Structured research and reading activities will allow students to engage with online content to prepare for taught sessions.

Drop-in sessions will be conducted following summative practical sessions to provide students with opportunity to discuss their assessment and address queries. 

Students will practice skills through directed supporting information to consolidate their learning by guided independent study, in particular via online material for practical preparation and subsequent data analysis. Students will be encouraged to become more independent in their learning at this stage in their programmes, developing key skills such as Active Learning, Goal Setting and Action Planning, Decision Making, and Initiative, which they will require at Levels 5 and 6. 

Assessment preparation and completion will allow students to fully prepare for their formative and summative coursework. They will have the opportunity to consolidate and build upon knowledge gained in the taught sessions","The formatively assessed exercises coursework are designed to test the breadth of knowledge of important concepts related to the application of biological and environmental survey methods, and laboratory analyses. Feedback from formative coursework will prepare students for summative coursework assessments and the end of year practical exam. 

The two 1000 word equivalent summative reports will assess the students’ ability to plan and carry out experimental work from one field and one laboratory settings, and accurately record, analyse and report scientific data. In producing the report, students will need to demonstrate their use of taught practical skills, and appropriate reporting and interpretation of observations. 

The 500 word equivalent problem solving exercise will examine the students’ ability to design an appropriate experiment suited to the application to unknown samples, and the ability to report outcomes in a concise laboratory report. 

The practical exam will comprise either a vertebrate or invertebrate dissection in the laboratory under standard examination conditions. Students will be expected to produce annotated drawings outlining the key external and internal characteristics of a specimen and detail how form relates to function. In addition, students will compare the morphological features of two similar organisms to identify similarities and differences between them.",https://www.ncl.ac.uk/,http://www.ncl.ac.uk/mobility/experience-newcastle/sage/nes/,
